20621,female,NULL,NULL,NULL,NULL,NULL,NULL
5725715,female,NULL,NULL,NULL,NULL,NULL,NULL
5800910,female,NULL,NULL,NULL,NULL,NULL,NULL
5800921,male,NULL,NULL,NULL,112606422085862,"Portland, Maine",NULL
5801021,female,NULL,107456825950965,"Richmond, Maine",111165112241092,"Vienna, Austria",NULL
5801570,female,1985,106518959386001,"Dresden Mills, Maine",111707148845285,"Sabattus, Maine",8
5801641,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5801673,male,1986,105923419438391,"Augusta, Maine",109360339083522,"Alexandria, Virginia",NULL
5802101,male,NULL,NULL,NULL,NULL,NULL,NULL
5802175,female,NULL,105923419438391,"Augusta, Maine",106003956105810,"Boston, Massachusetts",10
5803158,male,NULL,NULL,NULL,NULL,NULL,NULL
5803328,male,1986,109444259073318,"Waterville, Maine",112739992073844,"Portsmouth, New Hampshire",25
5803332,female,NULL,NULL,NULL,NULL,NULL,NULL
5803400,female,1983,105923419438391,"Augusta, Maine",106003956105810,"Boston, Massachusetts",8
5804025,male,NULL,NULL,NULL,NULL,NULL,NULL
5804256,female,NULL,NULL,NULL,NULL,NULL,NULL
5804471,female,1986,105923419438391,"Augusta, Maine",NULL,NULL,NULL
5805003,male,1984,105923419438391,"Augusta, Maine",105887672777246,"Dover-Foxcroft, Maine",3
5805232,female,1985,109507795735830,"Manchester, Maine",105923419438391,"Augusta, Maine",2
5805249,male,NULL,NULL,NULL,105923419438391,"Augusta, Maine",NULL
5805285,male,NULL,105923419438391,"Augusta, Maine",107622495934467,"Bangor, Maine",NULL
5805730,female,NULL,NULL,NULL,NULL,NULL,NULL
5806566,male,1986,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",6
5806996,male,1986,105923419438391,"Augusta, Maine",107977479224480,"Orono, Maine",NULL
5807652,male,1983,108317609188272,"Hallowell, Maine",109659625720552,"Juneau, Alaska",NULL
5808085,female,1985,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
5808339,female,NULL,NULL,NULL,NULL,NULL,NULL
5809841,male,NULL,105923419438391,"Augusta, Maine",NULL,NULL,NULL
5810372,male,1987,105923419438391,"Augusta, Maine",107647959265181,"Rockland, Maine",NULL
5812266,female,1987,105923419438391,"Augusta, Maine",103106406395553,"Kihei, Hawaii",23
5812487,female,NULL,105923419438391,"Augusta, Maine",112606422085862,"Portland, Maine",25
5812847,male,1985,105669982800823,"Brandon, Vermont",114943251851302,"Pittsburgh, Pennsylvania",NULL
5813837,female,1986,109471895738799,"Sidney, Maine",109471895738799,"Sidney, Maine",8
5814076,female,NULL,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",3
5814426,male,NULL,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
5814712,male,1986,105923419438391,"Augusta, Maine",103760676330077,"Standish, Maine",NULL
5815683,male,1985,107909145899236,"Somerville, Maine",110323558990816,"Vladivostok, Russia",NULL
5816810,male,NULL,NULL,NULL,NULL,NULL,NULL
5816880,female,NULL,NULL,NULL,NULL,NULL,NULL
5817506,male,NULL,NULL,NULL,NULL,NULL,NULL
5819362,male,NULL,106267792738602,"Windsor, Maine",105923419438391,"Augusta, Maine",NULL
5820485,male,NULL,105923419438391,"Augusta, Maine",109357982423724,"Mount Vernon, Maine",1
5821064,male,NULL,105923419438391,"Augusta, Maine",107697922586262,"Kettering, Ohio",NULL
5821505,male,NULL,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
5821901,male,NULL,105923419438391,"Augusta, Maine",107089335988971,"Orrs Island, Maine",NULL
6420492,female,NULL,114562655223413,"Valencia, California",105479049486624,"Ann Arbor, Michigan",12
6702343,male,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",NULL
6804054,male,NULL,NULL,NULL,110184922344060,"Washington, District of Columbia",NULL
6837162,male,NULL,NULL,NULL,NULL,NULL,NULL
7101751,female,NULL,107909529231865,"Petaluma, California",108424279189115,"New York, New York",10
7200551,male,NULL,NULL,NULL,108659242498155,"Chicago, Illinois",NULL
7906770,male,NULL,NULL,NULL,NULL,NULL,NULL
8112817,female,NULL,NULL,NULL,NULL,NULL,NULL
9023027,male,1982,NULL,NULL,NULL,NULL,NULL
9378933,male,NULL,NULL,NULL,NULL,NULL,NULL
9431617,male,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",25
9501864,male,NULL,NULL,NULL,NULL,NULL,NULL
9700309,female,NULL,NULL,NULL,NULL,NULL,NULL
9804177,female,NULL,NULL,NULL,NULL,NULL,NULL
10202555,female,1986,107777849244894,"Agoura Hills, California",109683405724572,"Santa Monica, California",25
10401271,female,NULL,NULL,NULL,NULL,NULL,NULL
10515730,male,NULL,NULL,NULL,106003956105810,"Boston, Massachusetts",NULL
10700690,male,NULL,108360209191355,"Lowell, Massachusetts",105479049486624,"Ann Arbor, Michigan",NULL
10717411,female,NULL,NULL,NULL,NULL,NULL,NULL
11301879,female,1986,103758542996056,"White Plains, New York",106003956105810,"Boston, Massachusetts",NULL
12405932,male,NULL,NULL,NULL,NULL,NULL,NULL
13000485,male,NULL,105923419438391,"Augusta, Maine",108424279189115,"New York, New York",20
13306509,female,1987,112232155455468,"Wooster, Ohio",105479049486624,"Ann Arbor, Michigan",NULL
13600789,female,NULL,NULL,NULL,NULL,NULL,NULL
14601076,male,1985,105923419438391,"Augusta, Maine",NULL,NULL,5
14602666,female,NULL,NULL,NULL,NULL,NULL,NULL
15003133,male,1988,105923419438391,"Augusta, Maine",105577239476696,"Brewster, Massachusetts",NULL
16105090,male,NULL,NULL,NULL,NULL,NULL,NULL
16929785,female,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",1
17810518,female,NULL,105923419438391,"Augusta, Maine",108424279189115,"New York, New York",NULL
18206197,male,1987,105479049486624,"Ann Arbor, Michigan",105479049486624,"Ann Arbor, Michigan",NULL
18604637,male,1987,112122412138421,"Bethlehem, Pennsylvania",112122412138421,"Bethlehem, Pennsylvania",3
18604871,male,1986,105923419438391,"Augusta, Maine",104979119537161,"East Winthrop, Maine",25
18702171,male,NULL,105923419438391,"Augusta, Maine",110148382341970,"Miami, Florida",NULL
21420580,female,1987,108450559178997,"Columbus, Ohio",108450559178997,"Columbus, Ohio",NULL
21502345,female,1986,105923419438391,"Augusta, Maine",106566059380422,"New Orleans, Louisiana",NULL
21604002,female,1989,NULL,NULL,NULL,NULL,2
21706940,female,1983,107673405922741,"Oscoda, Michigan",105479049486624,"Ann Arbor, Michigan",NULL
22414437,male,NULL,105479049486624,"Ann Arbor, Michigan",105479049486624,"Ann Arbor, Michigan",NULL
22802255,female,NULL,109800175713141,"Litchfield, Maine",108424279189115,"New York, New York",NULL
22802819,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26005741,female,NULL,NULL,NULL,NULL,NULL,NULL
26902009,female,1986,105923419438391,"Augusta, Maine",105639222803969,"Fairfield, Connecticut",3
28503594,female,NULL,NULL,NULL,NULL,NULL,NULL
30313124,female,NULL,NULL,NULL,NULL,NULL,1
34102941,male,NULL,NULL,NULL,106466316056863,"Palma De Mallorca, Spain",NULL
35005927,female,NULL,NULL,NULL,NULL,NULL,NULL
36106057,female,1986,112150812134955,"Bernie, Missouri",105479049486624,"Ann Arbor, Michigan",NULL
40201285,male,NULL,105923419438391,"Augusta, Maine",108424279189115,"New York, New York",1
40503242,female,NULL,NULL,NULL,108424279189115,"New York, New York",NULL
41900308,male,1985,105923419438391,"Augusta, Maine",105556832812548,"Reston, Virginia",2
42407291,male,NULL,105923419438391,"Augusta, Maine",110184922344060,"Washington, District of Columbia",22
45300218,female,1985,108031199219412,"Gardiner, Maine",112606422085862,"Portland, Maine",24
46901529,female,NULL,NULL,NULL,NULL,NULL,NULL
47400548,female,NULL,105923419438391,"Augusta, Maine",106003956105810,"Boston, Massachusetts",6
47402584,male,1988,NULL,NULL,NULL,NULL,5
50205826,male,NULL,108152092538599,"Seabrook, New Hampshire",108152092538599,"Seabrook, New Hampshire",25
51300664,male,NULL,NULL,NULL,NULL,NULL,NULL
51901101,male,1983,108303492523593,"Gladwin, Michigan",105479049486624,"Ann Arbor, Michigan",NULL
54700240,female,NULL,110521052305522,"Queens, New York",108424279189115,"New York, New York",NULL
55003097,female,1986,106566059380422,"New Orleans, Louisiana",112222822122196,"Little Rock, Arkansas",25
59802703,female,NULL,107676119261614,"Leverett, Massachusetts",107676119261614,"Leverett, Massachusetts",NULL
60201243,male,1985,105923419438391,"Augusta, Maine",108790529141726,"Hillsboro, New Hampshire",3
63000038,male,1986,103336369708191,"Marcellus, New York",112121652138394,"Lakeland, New York",18
67700862,female,NULL,106300959405546,"Minneapolis, Minnesota",105479049486624,"Ann Arbor, Michigan",NULL
68400013,female,NULL,NULL,NULL,NULL,NULL,NULL
70608916,female,NULL,NULL,NULL,NULL,NULL,NULL
78001655,female,NULL,NULL,NULL,NULL,NULL,NULL
115201945,female,NULL,NULL,NULL,110184922344060,"Washington, District of Columbia",NULL
139300115,female,NULL,103999682969695,"Loveland, Ohio",NULL,NULL,NULL
154000077,female,1986,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
154000970,female,1986,105923419438391,"Augusta, Maine",108031199219412,"Gardiner, Maine",10
160400063,female,NULL,104123396289721,"West Roxbury, Massachusetts",112077188808327,"Foxborough, Massachusetts",25
160400220,female,NULL,NULL,NULL,NULL,NULL,NULL
160400431,female,1984,108317609188272,"Hallowell, Maine",108317609188272,"Hallowell, Maine",NULL
160400928,male,NULL,114952088516011,"Saint Johnsbury, Vermont",109790449047386,"Randolph, Maine",25
165700316,female,NULL,NULL,NULL,NULL,NULL,NULL
171500854,male,1986,105923419438391,"Augusta, Maine",112214178794334,"Scottsville, New York",NULL
172700099,female,NULL,NULL,NULL,107456825950965,"Richmond, Maine",1
172700401,male,1986,105923419438391,"Augusta, Maine",112606422085862,"Portland, Maine",NULL
172700782,male,1986,105923419438391,"Augusta, Maine",106003956105810,"Boston, Massachusetts",11
179700030,male,NULL,105923419438391,"Augusta, Maine",109444259073318,"Waterville, Maine",25
179700031,male,NULL,105923419438391,"Augusta, Maine",108288992526695,"Orlando, Florida",19
179700239,male,1985,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",2
179700276,male,1986,105923419438391,"Augusta, Maine",NULL,NULL,25
186400171,male,NULL,NULL,NULL,NULL,NULL,NULL
502095234,female,1991,108187385875757,"Milford, Michigan",103097519730627,"Grand Blanc, Michigan",14
505692437,male,NULL,106377336067638,"Bangalore, India",112548152092705,"Portland, Oregon",14
505722350,female,NULL,NULL,NULL,NULL,NULL,NULL
507097472,male,NULL,106121469419568,"Rowland Heights, California",109625339057215,"Walnut, California",5
508145867,female,1989,108284282528586,"Providence, Rhode Island",105479049486624,"Ann Arbor, Michigan",NULL
512900887,NULL,NULL,112405398771128,"Shelby Township, Michigan",105479049486624,"Ann Arbor, Michigan",2
515557784,female,NULL,109346209083947,"Roselle, Illinois",105674782800210,"Wichita, Kansas",NULL
515782204,male,NULL,114952118516947,"San Francisco, California",105479049486624,"Ann Arbor, Michigan",1
520145769,female,NULL,NULL,NULL,NULL,NULL,NULL
520604197,female,1979,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
524622039,male,NULL,NULL,NULL,NULL,NULL,NULL
526295464,female,NULL,NULL,NULL,NULL,NULL,NULL
527020380,male,NULL,NULL,NULL,NULL,NULL,NULL
532031288,female,NULL,NULL,NULL,NULL,NULL,NULL
533601286,female,NULL,106514006053250,"Kyoto, Japan",105479049486624,"Ann Arbor, Michigan",NULL
534974545,male,NULL,NULL,NULL,NULL,NULL,NULL
535701636,female,NULL,112222822122196,"Little Rock, Arkansas",112222822122196,"Little Rock, Arkansas",NULL
538652126,male,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",8
547702927,female,1989,109870912368806,"Ottawa, Ontario",105479049486624,"Ann Arbor, Michigan",NULL
548558827,male,NULL,109625339057215,"Walnut, California",105479049486624,"Ann Arbor, Michigan",2
561397183,female,NULL,104105372960172,"Potomac, Maryland",108758579156273,St Andrews,7
564667061,female,1987,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
568175916,female,NULL,NULL,NULL,NULL,NULL,NULL
574238442,female,1989,106377336067638,"Bangalore, India",105479049486624,"Ann Arbor, Michigan",7
582032761,female,NULL,NULL,NULL,NULL,NULL,NULL
584607339,female,NULL,NULL,NULL,NULL,NULL,NULL
585470976,male,NULL,105479049486624,"Ann Arbor, Michigan",NULL,NULL,NULL
587731958,female,NULL,105599339473345,"Red Bluff, California",105479049486624,"Ann Arbor, Michigan",NULL
593978695,male,1985,110941395597405,"Toronto, Ontario",110893392264912,"Barrie, Ontario",24
595540534,male,1983,112749005406798,"Stigler, Oklahoma",112358675446636,"Ypsilanti, Michigan",2
595627871,female,NULL,NULL,NULL,NULL,NULL,NULL
596425606,male,1985,NULL,NULL,105923419438391,"Augusta, Maine",NULL
608637746,female,NULL,109748972377870,"Syracuse, New York",109809949045100,"East Syracuse, New York",NULL
619872889,female,1985,107603329262313,"Pittsfield, Maine",106267792738602,"Windsor, Maine",NULL
634406418,male,NULL,NULL,NULL,NULL,NULL,NULL
634581503,female,1989,107838192572373,"Saginaw, Michigan",112358675446636,"Ypsilanti, Michigan",5
645525740,male,NULL,NULL,NULL,NULL,NULL,NULL
653609710,female,1950,NULL,NULL,NULL,NULL,NULL
656937598,female,1991,NULL,NULL,NULL,NULL,NULL
661657915,female,NULL,104054279631781,"Downingtown, Pennsylvania",105479049486624,"Ann Arbor, Michigan",NULL
662204664,female,NULL,112815255400918,"Jackson, Michigan",108071512553616,"Monroe, Michigan",3
670063156,female,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",NULL
670195369,female,NULL,109498995743032,"Placentia, California",107572595931951,"Madison, Wisconsin",25
678006954,male,NULL,NULL,NULL,103137409726423,"Captiva, Florida",1
678893972,male,1985,107338215969064,"West Pawlet, Vermont",112336492111742,"Schenectady, New York",5
688340779,male,1990,115837015097302,"Bhopal, Madhya Pradesh",105479049486624,"Ann Arbor, Michigan",NULL
705324917,male,NULL,NULL,NULL,NULL,NULL,NULL
707638707,female,NULL,NULL,NULL,NULL,NULL,NULL
710315451,male,NULL,106007332772985,"Shenzhen, Guangdong",105479049486624,"Ann Arbor, Michigan",NULL
721296482,male,1989,109373825756448,"Fairfax, Virginia",109373825756448,"Fairfax, Virginia",NULL
721585988,male,1991,108126725874416,"Duxbury, Massachusetts",108126725874416,"Duxbury, Massachusetts",11
730571118,female,1965,106021666096708,"Toledo, Ohio",112262865457575,"Dexter, Michigan",NULL
766620028,male,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",NULL
774795474,male,1984,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
774845141,female,1987,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
776222565,male,1986,105923419438391,"Augusta, Maine",108251189197758,"West Palm Beach, Florida",NULL
776583489,male,1987,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",1
791910044,male,NULL,116087261735365,"Port of Spain, Trinidad and Tobago",103137409726423,"Captiva, Florida",NULL
796190098,male,NULL,NULL,NULL,NULL,NULL,NULL
798919227,male,NULL,105923419438391,"Augusta, Maine",105923419438391,"Augusta, Maine",NULL
799735028,female,NULL,NULL,NULL,105479049486624,"Ann Arbor, Michigan",NULL
806390505,female,NULL,NULL,NULL,NULL,NULL,NULL
811117467,female,1967,108284282528586,"Providence, Rhode Island",108031199219412,"Gardiner, Maine",NULL
827815827,male,NULL,106557256044625,"Alleghenyville, Pennsylvania",109621475730251,"Lancaster, Pennsylvania",3
1004252581,female,1976,108126725874416,"Duxbury, Massachusetts",108574335832967,"Canton, Massachusetts",25
1005226671,female,NULL,NULL,NULL,NULL,NULL,NULL
1023691597,male,NULL,NULL,NULL,NULL,NULL,NULL
1035865891,male,NULL,NULL,NULL,106078429431815,"London, United Kingdom",NULL
1036380400,male,NULL,112381992107698,Visakhapatnam,NULL,NULL,NULL
1039797966,female,NULL,NULL,NULL,NULL,NULL,NULL
1052223464,male,NULL,109556245728681,"Millbrook, New York",105479049486624,"Ann Arbor, Michigan",NULL
1054590123,male,1990,105634339470994,"Jamul, California",105479049486624,"Ann Arbor, Michigan",NULL
1067970203,male,NULL,NULL,NULL,NULL,NULL,NULL
1077218467,female,NULL,105923419438391,"Augusta, Maine",112606422085862,"Portland, Maine",15
1081831388,female,NULL,NULL,NULL,NULL,NULL,NULL
1088680976,female,NULL,NULL,NULL,109748972377870,"Syracuse, New York",8
1107205998,male,NULL,112402658772615,"Darien, Connecticut",105518679483096,"Westerly, Rhode Island",NULL
1107431329,female,NULL,109610822397935,Medvezhyegorsk,105479049486624,"Ann Arbor, Michigan",NULL
1109688656,NULL,1931,109748972377870,"Syracuse, New York",109748972377870,"Syracuse, New York",NULL
1118948225,male,1970,104100459627238,"Clinton, Maine",104100459627238,"Clinton, Maine",25
1127160901,male,1965,108424279189115,"New York, New York",112358675446636,"Ypsilanti, Michigan",24
1128221240,male,1980,107453995950866,"Lynn, Massachusetts",106003956105810,"Boston, Massachusetts",NULL
